id,name,description,parent_id
167,"Unverständliche Gebührenstruktur","Wir analysieren komplexe Forderungsmanagement-Kosten und stellen sicher, dass Sie nur das bezahlen, was rechtlich wirklich geschuldet ist.",16
168,"Inkassorecht (Allgemeine Beratung)","Unterstützung sowohl for Gläubiger beim Forderungseinzug als auch for Schuldner bei der Abwehr unberechtigter Inkassomaßnahmen.",16
169,Zahlungsunfähigkeit,"Wenn die fälligen Schulden nicht mehr beglichen werden können, liegt Zahlungsunfähigkeit vor. Dies ist ein Insolvenzeröffnungsgrund, den wir für Sie prüfen.",17
170,Überschuldung,"Wenn das Vermögen die bestehenden Verbindlichkeiten nicht mehr deckt, kann eine Überschuldung vorliegen. Wir beraten Geschäftsführer zu ihren Pflichten zur Insolvenzantragstellung.",17
171,Pfändungsschutz,"Im Falle einer Insolvenz müssen Sie wissen, welche Vermögenswerte geschützt sind. Wir beraten Sie zum P-Konto und zu pfändungsfreien Gegenständen.",17
172,Restschuldbefreiung,"Das Ziel der Privatinsolvenz ist die Restschuldbefreiung nach drei Jahren. Wir begleiten Sie durch das Verfahren, damit Sie danach schuldenfrei neu starten können.",17
173,Insolvenzanfechtung,"Insolvenzverwalter fordern oft Geld zurück, das kurz vor der Insolvenz gezahlt wurde. Wir wehren unberechtigte Anfechtungsansprüche for Sie ab.",17
174,Verfahrenskostenhilfe,"Auch ein Insolvenzverfahren kostet Geld. Wir prüfen, ob Sie Anspruch auf Stundung der Verfahrenskosten haben, damit die Insolvenz überhaupt durchgeführt werden kann.",17
175,Gläubigerversammlung,"Als Gläubiger in einem Insolvenzverfahren haben Sie Mitwirkungsrechte. Wir vertreten Ihre Interessen in der Gläubigerversammlung, um Ihre Quote zu maximieren.",17
176,Unternehmensinsolvenz,"Wir beraten Firmen bei der Einleitung von Insolvenzverfahren und prüfen Sanierungsmöglichkeiten wie das Schutzschirmverfahren oder die Eigenverwaltung.",17
177,Schuldnerberatung,"Vor einem Insolvenzantrag muss oft ein außergerichtlicher Einigungsversuch unternommen werden. Wir unterstützen Sie bei Verhandlungen mit Ihren Gläubigern.",17
178,Verbraucherinsolvenzverfahren,"Wir führen Privatpersonen sicher durch das Verfahren der Regel- oder Verbraucherinsolvenz bis hin zur erfolgreichen Entschuldung.",17
179,Insolvenzrecht,"Umfassende Beratung in allen Phasen der finanziellen Krise, zur Vermeidung von Haftung und zur Sicherung eines wirtschaftlichen Neuanfangs.",17
180,"Markenname verletzt","Wird Ihr geschützter Name von Wettbewerbern genutzt? Wir mahnen die Verletzung ab und fordern Unterlassung sowie Schadensersatz für Sie.",18
181,"Fälschungen aufgespürt","Wir unterstützen Sie beim Vorgehen gegen Produktpiraterie und Plagiate, um den Ruf und den Wert Ihrer Marke zu schützen.",18
182,"Markenanmeldung abgelehnt","Das Markenamt hat Ihre Anmeldung wegen fehlender Unterscheidungskraft oder bestehender älterer Rechte zurückgewiesen? Wir prüfen die Erfolgsaussichten eines Widerspruchs.",18
183,"Markennutzung durch Dritte","Die Verwendung Ihrer Marke in Metatags oder als Keyword ist oft unzulässig. Wir beraten Sie zu den Grenzen des erlaubten Gebrauchs durch Wettbewerber.",18
184,"Lizenzvertrag verhandeln","Sie möchten Ihre Marke lizenzieren oder selbst eine Markenlizenz erwerben? Wir gestalten die Verträge so, dass Ihre Rechte und Einnahmen gesichert sind.",18
185,"Markenschutz erweitern","Möchten Sie Ihre Marke international schützen oder das Waren- und Dienstleistungsverzeichnis erweitern? Wir übernehmen die strategische Markenanmeldung für Sie.",18
186,"Widerspruch gegen Marke","Wurde eine neue Marke angemeldet, die Ihrer zu ähnlich ist? Wir legen for Sie Widerspruch beim Markenamt ein, um Verwechslungsgefahren zu vermeiden.",18
187,"Markenstrategie entwickeln","Ein starkes Markenportfolio braucht Planung. Wir beraten Sie beim Aufbau und der Verteidigung Ihrer Markenwerte im In- und Ausland.",18
188,"Verletzung geistigen Eigentums","Neben Marken schützen wir auch Ihre Designs und Geschäftskennzeichen gegen unbefugte Nachahmung und Ausbeutung durch Dritte.",18
189,Domainrecht-Streitigkeiten,"Wird eine Domain genutzt, die Ihre Markenrechte verletzt? Wir fordern die Übertragung oder Löschung der Domain in Domain-Streitverfahren (z. B. ADR).",18
190,Markenrechtsverletzung,"Sie haben selbst eine Abmahnung wegen angeblicher Markenrechtsverletzung erhalten? Wir prüfen die Berechtigung und wehren unberechtigte Forderungen ab.",18
191,"Missbrauch von Markenrechten","Die unfaire Ausnutzung fremder Markenreputation ist wettbewerbswidrig. Wir gehen rechtlich gegen Trittbrettfahrer vor, die von Ihrem Markenerfolg profitieren wollen.",18
192,"Markenrecht (Allgemeine Beratung)","Ihr Partner für alle Fragen rund um Namen, Logos und Designs – von der ersten Recherche bis zur weltweiten Verteidigung.",18
193,"Allergan Implantate","Patientinnen mit strukturierten Brustimplantaten von Allergan haben bei bestimmten Krebsdiagnosen oder Komplikationen oft Anspruch auf Entschädigung.",19
194,"Allgemeine Behandlungsfehler","Ob Fehldiagnose, falsche Medikation oder Operationsfehler – wir unterstützen Sie bei der Prüfung der Beweislage und der Durchsetzung von Schadensersatz.",19
195,Geburtsschaden,"Fehler während der Geburt können lebenslange Folgen haben. Wir helfen betroffenen Familien, die finanzielle Absicherung durch hohe Schmerzensgelder und Renten zu sichern.",19
196,"Schmerzensgeld nach Arztfehler","Die Höhe des Schmerzensgeldes hängt stark von der Dauer und Schwere der Beeinträchtigung ab. Wir nutzen Spezialdatenbanken, um das Maximum für Sie herauszuholen.",19
197,Arzthaftung,"Ärzte haften für Verstöße gegen den medizinischen Standard. Wir klären die Haftungsfragen und fordern Schadensersatz für krankheitsbedingte Verdienstausfälle oder Mehrbedarf.",19
198,Produkthaftungsrecht,"Mangelhafte Medizinprodukte wie fehlerhafte Herzschrittmacher oder Prothesen können schwere Schäden verursachen. Wir machen Ansprüche gegen die Hersteller geltend.",19
199,"Mietminderung bei Mängeln","Wenn Ihre Wohnung Mängel aufweist (z. B. Schimmel, defekte Heizung), haben Sie das Recht, die Miete angemessen zu mindern, bis der Mangel behoben ist.",20
200,"Kündigung des Mietvertrags","Ob Eigenbedarfskündigung des Vermieters oder Ihre eigene Kündigung – wir beraten Sie zu Fristen, Formvorschriften und der Wirksamkeit von Kündigungsschreiben.",20
201,"Rückforderung der Kaution","Der Vermieter muss die Kaution nach Auszug zeitnah abrechnen und zurückzahlen. Wir helfen Ihnen gegen unberechtigte Einbehalte wegen angeblicher Schäden.",20
202,"Nebenkostenabrechnung prüfen","Viele Betriebskostenabrechnungen sind fehlerhaft. Wir prüfen Ihre Abrechnung auf unzulässige Posten und helfen Ihnen bei der Abwehr von Nachforderungen.",20
203,"Wohnungsmängel melden","Damit Sie Ihre Rechte wahren, müssen Mängel unverzüglich und korrekt angezeigt werden. Wir unterstützen Sie bei der rechtssicheren Kommunikation mit dem Vermieter.",20
204,"Verlängerung des Mietvertrags","Fragen zur Fortsetzung eines Zeitmietvertrags oder zur Verlängerung bei Härtefällen erfordern eine genaue rechtliche Prüfung der vertraglichen Grundlagen.",20
205,"Untermiete genehmigen lassen","Unter bestimmten Voraussetzungen haben Mieter einen Anspruch auf die Erlaubnis zur Untervermietung. Wir helfen Ihnen, diesen Anspruch gegenüber dem Vermieter durchzusetzen.",20
206,"Lärmbelästigung durch Nachbarn","Ständiger Lärm beeinträchtigt die Wohnqualität. Wir beraten Sie zu Ihren Rechten auf Mietminderung und den Möglichkeiten, den Lärm rechtlich zu unterbinden.",20
207,"Renovierungsarbeiten klären","Wer muss beim Auszug renovieren? Wir prüfen Ihre Schönheitsreparaturklausel auf Wirksamkeit und bewahren Sie vor unnötigen Kosten.",20
208,"Hausordnung durchsetzen","Verstöße gegen die Hausordnung können das Zusammenleben stören. Wir beraten Sie zu den Grenzen der Hausordnung und zur Durchsetzung Ihrer Rechte.",20
209,"Mietrechtliche Probleme","Ob Mieterhöhung, Modernisierung oder Streit über die Tierhaltung – wir unterstützen Sie in allen mietrechtlichen Auseinandersetzungen.",20
210,"Mietpreisbremse prüfen","Ist Ihre Miete zu hoch? Wir prüfen, ob die Mietpreisbremse in Ihrer Region gilt und fordern zu viel gezahlte Miete für Sie zurück.",20
211,"Visum beantragen","Ob für Arbeit, Studium oder Besuch – wir unterstützen Sie bei der Auswahl des richtigen Visums und der Vorbereitung aller notwendigen Unterlagen für die Botschaft.",21
212,"Aufenthaltstitel verlängern","Die rechtzeitige Verlängerung ist entscheidend für Ihren legalen Aufenthalt. Wir begleiten Sie zum Termin bei der Ausländerbehörde und klären die Voraussetzungen.",21
213,Familiennachzug,"Sie möchten Ihren Ehepartner oder Ihre Kinder nach Deutschland holen? Wir helfen Ihnen bei der Durchsetzung Ihres Rechts auf Familieneinheit.",21
214,"Asylantrag stellen","Wir beraten Sie zum Asylverfahren in Deutschland, bereiten Sie auf die Anhörung vor und vertreten Sie gegenüber dem BAMF.",21
215,"Arbeitsgenehmigung erhalten","Der Zugang zum Arbeitsmarkt ist oft an Bedingungen geknüpft. Wir prüfen Ihre Möglichkeiten und unterstützen Sie bei der Beantragung der Arbeitserlaubnis.",21
216,"Abschiebung verhindern","Bei drohender Abschiebung ist Eile geboten. Wir prüfen rechtliche Abschiebungshindernisse und stellen Eilanträge bei Gericht zur Sicherung Ihres Verbleibs.",21
217,"Staatsbürgerschaft beantragen","Die Einbürgerung ist der letzte Schritt der Integration. Wir beraten Sie zu den Voraussetzungen wie Aufenthaltsdauer, Sprachkenntnisse und Lebensunterhaltssicherung.",21
218,"Abschiebehaft vermeiden","Abschiebehaft darf nur unter strengen Bedingungen angeordnet werden. Wir setzen uns für Ihre Freiheit ein und prüfen die Rechtmäßigkeit der Inhaftierung.",21
219,"Blaue Karte EU beantragen","Für hochqualifizierte Fachkräfte bietet die Blue Card attraktive Bedingungen. Wir unterstützen Sie bei der Beantragung und dem Nachweis der erforderlichen Gehaltsschwellen.",21
220,"Duldung erhalten","Wenn eine Abschiebung vorübergehend nicht möglich ist, haben Sie Anspruch auf eine Duldung. Wir klären Ihren Status und prüfen Wege zu einem Aufenthaltstitel.",21
221,"Einbürgerungstest bestehen","Wir beraten Sie zum Ablauf der Einbürgerung und helfen Ihnen bei formalen Hürden auf dem Weg zum deutschen Pass.",21
222,"Widerruf des Schutzstatus","Das BAMF prüft regelmäßig, ob Schutzgründe noch bestehen. Wir verteidigen Ihren Status in Widerrufsverfahren.",21
223,"Grenzbebauung prüfen","Darf der Nachbar seine Garage direkt an die Grenze bauen? Wir prüfen die Bauordnung Ihres Bundeslandes und setzen Ihre Abstandsrechte durch.",22
224,"Überhängende Äste","Äste oder Wurzeln vom Nachbargrundstück stören? Wir beraten Sie zum Selbsthilferecht und zur Durchsetzung der Beseitigung durch den Nachbarn.",22
225,"Lärm durch Nachbarn","Rasensprenger am Sonntag oder laute Partys? Wir klären die rechtlichen Ruhezeiten und helfen Ihnen, Frieden in der Nachbarschaft zu sichern.",22
226,Grenzstreitigkeiten,"Wo genau verläuft die Grenze? Wir unterstützen Sie bei der Klärung von Grenzverläufen und der Durchsetzung von Grenzfeststellungen.",22
227,"Sichtschutz beanstanden","Eine zu hohe Mauer oder ein unschöner Zaun kann die Belichtung Ihres Gartens beeinträchtigen. Wir prüfen, was nach dem Nachbarrechtsgesetz zulässig ist.",22
228,"Eingriff in Privatsphäre","Überwachungskameras am Nachbarhaus, die Ihr Grundstück filmen, sind oft unzulässig. Wir fordern die Entfernung oder Anpassung der Kameras für Sie.",22
229,"Unzulässige Tierhaltung","Hundegebell oder Geruchsbelästigung durch Tiere muss nicht grenzenlos hingenommen werden. Wir klären die rechtlichen Grenzen der Tierhaltung in Wohngebieten.",22
230,"Beeinträchtigung durch Bäume","Schattenwurf oder Laubfall durch große Bäume des Nachbarn führen oft zu Streit. Wir prüfen Ihre Ansprüche auf Rückschnitt oder Entschädigung.",22
231,"Probleme mit dem Gartenzaun","Wer muss den Zaun bezahlen und wie muss er aussehen? Wir klären die Einfriedungspflichten in Ihrem Bundesland.",22
232,"Wasserablauf vom Nachbargrundstück","Fließt Regenwasser vom Nachbarn auf Ihr Grundstück und verursacht Schäden? Wir fordern bauliche Maßnahmen zur ordnungsgemäßen Entwässerung.",22
233,Patentanmeldung,"Wir begleiten Sie von der Erfindungsmeldung bis zur Einreichung beim Patentamt, um Ihre Innovation weltweit rechtlich abzusichern.",23
234,Patentverletzung,"Wird Ihre Erfindung kopiert? Wir mahnen Verletzer ab und setzen Ihre Ansprüche auf Unterlassung, Auskunft und Schadensersatz durch.",23
235,"Patentschutz prüfen","Wir führen Recherchen zum Stand der Technik durch, um die Patentfähigkeit Ihrer Idee zu bewerten und Kollisionen mit älteren Rechten zu vermeiden.",23
236,Patentlaufzeit,"Wir überwachen die Zahlungen der Jahresgebühren und beraten Sie zu Verlängerungsmöglichkeiten oder der Umwandlung in ein Gebrauchsmuster.",23
237,Lizenzvertrag,"Möchten Sie Ihre Erfindung vermarkten? Wir gestalten Lizenzverträge, die Ihre Einnahmen sichern und die Nutzungsrechte präzise definieren.",23
238,Patentanfechtung,"Wir gehen gegen Patente von Wettbewerbern vor, die zu Unrecht erteilt wurden, um Ihren geschäftlichen Handlungsspielraum zu sichern.",23
239,Patentportfoliomanagement,"Wir unterstützen Unternehmen bei der strategischen Verwaltung ihrer Patente, um den maximalen ökonomischen Nutzen aus ihren Innovationen zu ziehen.",23
240,Arbeitnehmererfindung,"Wer hat die Rechte an einer Erfindung, die im Job gemacht wurde? Wir klären die Inanspruchnahme und die angemessene Vergütung für den Erfinder.",23
241,Patentstrategie,"Wir entwickeln mit Ihnen eine langfristige IP-Strategie, um Ihre Marktposition durch gezielten Patentschutz abzusichern.",23
242,"Internationales Patent","Ob europäisches Patent oder PCT-Anmeldung – wir koordinieren Ihren weltweiten Schutz über unser Netzwerk von Korrespondenzanwälten.",23
243,"Pflegegrad Ablehnung","Wurde Ihr Antrag auf einen Pflegegrad abgelehnt oder wurden Sie zu niedrig eingestuft? Wir legen Widerspruch ein und begleiten Sie im Klageverfahren.",24
244,"Kostenübernahme Streitigkeiten","Streit mit der Pflegekasse über die Finanzierung von Hilfsmitteln oder Pflegesachleistungen? Wir setzen Ihre gesetzlichen Ansprüche durch.",24
245,"Pflegedienstleister Wechsel","Probleme mit dem aktuellen Pflegedienst oder Heim? Wir beraten Sie zur Kündigung von Pflegeverträgen und zum Wechsel zu einem besseren Anbieter.",24
246,"Wohnraumanpassung Konflikt","Wird der Zuschuss für den Badumbau verweigert? Wir klären die medizinische Notwendigkeit und fordern die Kostenübernahme durch die Kasse.",24
247,"Einstufungsgutachten Anfechtung","Gutachten des MDK sind oft oberflächlich. Wir prüfen das Gutachten auf Fehler und fordern eine erneute Begutachtung unter Berücksichtigung aller Einschränkungen.",24
248,"Erhöhung des Pflegegrads","Wenn sich der Zustand verschlechtert, muss der Pflegegrad angepasst werden. Wir unterstützen Sie bei der Beantragung einer Höherstufung.",24
249,"Rückforderung von Leistungen","Fordert die Pflegekasse Geld zurück, weil angeblich kein Pflegebedarf mehr besteht? Wir wehren unberechtigte Rückforderungen ab.",24
250,"Angehörigenpflege Unterstützung","Pflegende Angehörige haben Anspruch auf Beratung, Rentenbeiträge und Pflegegeld. Wir informieren Sie über Ihre Rechte und helfen bei der Beantragung.",24
251,"Schwerbehinderung Anerkennung","Wir unterstützen Sie bei der Feststellung des Grads der Behinderung (GdB) und den damit verbundenen Merkzeichen für Nachteilsausgleiche.",24
252,"Pflegehilfsmittel Streit","Ob Rollstuhl, Pflegebett oder Inkontinenzmaterial – wir setzen Ihren Anspruch auf die notwendige Versorgung gegenüber der Krankenkasse durch.",24
253,"Pflegerecht (Allgemeine Beratung)","Umfassende Unterstützung für Pflegebedürftige und ihre Familien in allen Fragen der Pflegeversicherung und des Heimrechts.",24
254,Flugannullierung,"Wurde Ihr Flug gestrichen? Wir fordern für Sie die Ticket-Rückerstattung oder eine kostenlose Umbuchung sowie eine finanzielle Entschädigung.",25
255,"Reisemangel im Hotel","Baulärm am Pool, Ungeziefer im Zimmer oder fehlende Klimaanlage? Wir setzen Ihre Ansprüche auf Minderung des Reisepreises nach der Frankfurter Tabelle durch.",25
256,Pauschalreise-Stornierung,"Möchten Sie von einer Reise zurücktreten? Wir prüfen die Rechtmäßigkeit von Stornogebühren und helfen Ihnen, unnötige Kosten zu vermeiden.",25
257,Gepäckverlust,"Wenn der Koffer am Ziort fehlt, haben Sie Anspruch auf Ersatzkäufe. Wir fordern den Schadensersatz für Sie beim Reiseveranstalter oder der Airline ein.",25
258,Visaprobleme,"Wurde Ihnen die Einreise verweigert oder gab es Probleme mit den Reisedokumenten? Wir klären die Haftung des Reiseveranstalters bei mangelhafter Aufklärung.",25
259,Reiseabbruch,"Mussten Sie Ihren Urlaub vorzeitig beenden (z. B. wegen Krankheit oder Katastrophen)? Wir unterstützen Sie bei der Rückerstattung nicht genutzter Leistungen.",25
260,"Überbuchung der Unterkunft","Ist das gebuchte Hotel voll und man will Sie in ein schlechteres Hotel umquartieren? Wir fordern ein gleichwertiges Ersatzhotel und eine Entschädigung für Sie.",25
261,"Reisevertrag Unklarheiten","Versteckte Kosten oder kurzfristige Programmänderungen? Wir prüfen, ob die Vertragsanpassungen des Veranstalters rechtlich zulässig sind.",25
262,Reisekrankheit,"Haben Sie sich am Buffet mit Salmonellen infiziert oder gab es Hygienemängel? Wir setzen Schmerzensgeldansprüche wegen Verletzung der Sorgfaltspflichten durch.",25
263,Reiseversicherungsansprüche,"Verweigert die Reiserücktrittsversicherung die Zahlung? Wir prüfen die Versicherungsbedingungen und fordern die zustehende Leistung ein.",25
264,"Unfall mit Fahrzeug","Nach einem Verkehrsunfall regulieren wir für Sie den Sachschaden, den Wertverlust und fordern Schmerzensgeld sowie Verdienstausfall bei Verletzungen.",26
265,"Produktmangel Schadensersatz","Hat ein defektes Gerät einen Brand oder eine Verletzung verursacht? Wir halten den Hersteller nach dem Produkthaftungsgesetz schadensersatzpflichtig.",26
266,"Arbeitsunfall Entschädigung","Bei Unfällen im Job oder auf dem Weg dorthin klären wir Ansprüche gegen Berufsgenossenschaften und die Haftung des Arbeitgebers bei Pflichtverletzungen.",26
267,"Haftpflichtschaden geltend","Hat jemand Ihr Eigentum beschädigt? Wir setzen Ihre Ansprüche gegen den Verursacher und dessen Haftpflichtversicherung effektiv durch.",26
268,"Mieterschäden Ersatzforderung","Verlangt Ihr Vermieter beim Auszug Geld für angebliche Schäden? Wir wehren unberechtigte Forderungen ab und schützen Ihre Kaution.",26
269,"Reisemängel Entschädigung","Neben der Minderung des Reisepreises können Sie bei vertaner Urlaubszeit oft zusätzlich einen Schadensersatz in Geld fordern.",26
270,Persönlichkeitsrechtsverletzung,"Bei übler Nachrede, Mobbing oder Verletzung von Bildrechten fordern wir Unterlassung und eine angemessene Geldentschädigung für Sie.",26
271,"Arzthaftung bei Behandlungsfehler","Arztfehler können existenzbedrohend sein. Wir unterstützen Sie bei der Durchsetzung von Schadensersatz für Pflegemehrbedarf und entgangene Gewinne.",26
272,"Baumängel an Eigenheim","Fehler beim Hausbau führen zu massiven Wertminderungen. Wir fordern Schadensersatz von Bauunternehmen und Architekten für die Beseitigung der Mängel.",26
273,"Datenschutzverletzung Ansprüche","Bei Datenlecks oder unbefugter Weitergabe Ihrer Daten können Ihnen immaterielle Schadensersatzansprüche gegen Unternehmen zustehen.",26
274,Ehescheidung,"Wir begleiten Sie durch das Scheidungsverfahren, klären das Trennungsjahr und bereiten den Scheidungsantrag professionell vor.",27
275,Sorgerechtsstreit,"Das Wohl der Kinder steht an erster Stelle. Wir unterstützen Sie bei der Regelung des Sorgerechts und der Aufenthaltsbestimmung für Ihre Kinder.",27
276,Unterhaltsforderungen,"Wir berechnen für Sie Trennungsunterhalt, nachehelichen Unterhalt und Kindesunterhalt nach der Düsseldorfer Tabelle und setzen diese Ansprüche durch.",27
277,Vermögensaufteilung,"Wer bekommt das Haus, das Auto oder die Rücklagen? Wir regeln den Zugewinnausgleich und sorgen für eine faire Teilung des gemeinsamen Vermögens.",27
278,Vaterschaftsanerkennung,"Wir beraten Sie zur rechtlichen Vaterschaft, zur Anerkennung oder zur Anfechtung, um klare Familienverhältnisse und Unterhaltspflichten zu schaffen.",27
279,Adoption,"Der Weg zum Wunschkind ist rechtlich hürdenreich. Wir begleiten Sie durch das Adoptionsverfahren, von der Eignungsprüfung bis zum Beschluss des Familiengerichts.",27
280,Ehevertrag,"Mit einem Ehevertrag können Sie Vermögen und Unterhalt für den Fall einer Scheidung vorsorglich regeln und so langwierige Streitigkeiten vermeiden.",27
281,Umgangsrecht,"Wir helfen Ihnen, eine verlässliche Umgangsregelung für die Kinder zu finden, damit der Kontakt zu beiden Elternteilen gewahrt bleibt.",27
282,"Namensänderung nach Scheidung","Wir beraten Sie zu den Möglichkeiten der Wiederannahme Ihres Geburtsnamens oder der Beibehaltung des Ehenamens nach dem Scheidungsurteil.",27
283,"Schutz vor häuslicher Gewalt","In Notfällen erwirken wir für Sie Kontaktverbote und Wohnungszuweisungen nach dem Gewaltschutzgesetz, um Ihre Sicherheit und die Ihrer Kinder zu garantieren.",27
284,Verkehrsunfall,"Nach einem Autounfall haben Sie bei Verletzungen oft Anspruch auf Schmerzensgeld. Wir unterstützen Sie bei der Durchsetzung Ihrer Forderungen gegenüber der gegnerischen Versicherung.",28
285,Arbeitsunfall,"Erleiden Sie einen Unfall am Arbeitsplatz oder auf dem Weg dorthin, klären wir Ihre Ansprüche auf Schmerzensgeld und die Haftung von Arbeitgeber oder Berufsgenossenschaft.",28
286,"Medizinischer Behandlungsfehler","Fehlbehandlungen durch Ärzte können lebenslange Folgen haben. Wir fordern für Sie Schmerzensgeld, das die Schwere Ihrer Beeinträchtigung angemessen widerspiegelt.",28
287,Produktmangel,"Hat ein fehlerhaftes Produkt zu einer Verletzung geführt? Wir halten den Hersteller für die körperlichen und seelischen Folgen haftbar.",28
288,"Übergriff oder Gewalttat","Opfer von Straftaten haben Anspruch auf Entschädigung. Wir unterstützen Sie dabei, Schmerzensgeld vom Täter oder über das Opferentschädigungsgesetz zu erhalten.",28
289,Tierbiss,"Wurden Sie von einem Hund gebissen? Der Halter haftet oft verschuldensunabhängig. Wir setzen Ihre Schmerzensgeldansprüche für die erlittenen Verletzungen durch.",28
290,Sportunfall,"Bei Unfällen im Sport (z. B. Skiunfall) klären wir, ob eine Pflichtverletzung anderer vorlag und fordern Schmerzensgeld für Ihre Genesung.",28
291,Diskriminierung,"Schwere Diskriminierung kann zu einer Entschädigung in Geld (immaterieller Schadensersatz) führen. Wir verteidigen Ihre Würde und setzen Ihre Rechte durch.",28
292,"Verletzung der Privatsphäre","Die unbefugte Veröffentlichung privater Daten oder Bilder kann einen Anspruch auf Geldentschädigung wegen Verletzung des allgemeinen Persönlichkeitsrechts begründen.",28
293,"Falsche Verdächtigung","Unschuldig einer Straftat bezichtigt? Wenn dies Ihren Ruf oder Ihre Gesundheit schädigt, fordern wir eine angemessene finanzielle Wiedergutmachung für Sie.",28
294,"Schmerzensgeldrecht (Allgemeine Beratung)","Umfassende Unterstützung bei der Bewertung der Schmerzensgeldhöhe und der Durchsetzung Ihrer Ansprüche auf Basis aktueller Schmerzensgeldtabellen.",28
295,"Schulplatz ablehnen","Wurde Ihr Wunsch auf eine bestimmte Schule abgelehnt? Wir prüfen die Kapazitätsberechnungen und unterstützen Sie im Widerspruchsverfahren oder bei der Schulplatzklage.",29
296,Notenwiderspruch,"Sind Sie mit einer Zeugnisnote oder einer Prüfungsbewertung nicht einverstanden? Wir prüfen die Einhaltung der Bewertungsvorschriften und fordern eine Neubewertung.",29
297,"Mobbing in der Schule","Die Schule hat eine Fürsorgepflicht für Ihre Kinder. Wenn Mobbing nicht unterbunden wird, fordern wir Schutzmaßnahmen und notfalls Schadensersatz.",29
298,Schulexklusion,"Soll Ihr Kind von der Schule verwiesen oder zeitweise ausgeschlossen werden? Wir prüfen die Verhältnismäßigkeit dieser Ordnungsmaßnahme und verteidigen das Recht auf Bildung.",29
299,Schulwechsel,"Probleme beim Wechsel der Schule oder des Schulzweigs? Wir beraten Sie zu den rechtlichen Möglichkeiten und begleiten den Übergang.",29
300,"Sonderpädagogischer Bedarf","Streit über die Feststellung eines sonderpädagogischen Förderbedarfs oder die Zuweisung zu einer Förderschule? Wir unterstützen Sie bei der Durchsetzung inklusiver Beschulung.",29
301,Datenschutzverletzungen,"Umgang mit sensiblen Schülerdaten auf Portalen oder in der Verwaltung erfordert Sorgfalt. Wir beraten Sie bei Verstößen gegen das informationelle Selbstbestimmungsrecht.",29
302,Anwesenheitspflicht,"Fragen zur Schulpflicht, zu Beurlaubungen oder zum Umgang mit Schulverweigerung klären wir unter Berücksichtigung der geltenden Schulgesetze.",29
303,Unterrichtsausschluss,"Kurzfristige Suspendierungen vom Unterricht greifen tief in die Schullaufbahn ein. Wir prüfen die Rechtmäßigkeit und fordern die sofortige Wiederaufnahme des Schulbesuchs.",29
304,Prüfungsanfechtung,"Fehler im Prüfungsverfahren (z. B. Lärm, ungeeignete Aufgaben) können zur Ungültigkeit der Prüfung führen. Wir fechten das Ergebnis für Sie an.",29
305,"Ablehnung von Leistungen","Ob Bürgergeld, Wohngeld oder Arbeitslosengeld – wenn Ihr Antrag abgelehnt wurde, prüfen wir den Bescheid und legen fristgerecht Widerspruch für Sie ein.",30
306,"Überprüfung des Bescheids","Sozialbescheide sind oft fehlerhaft berechnet. Wir führen eine detaillierte Überprüfung durch und fordern die Ihnen zustehenden Beträge nach.",30
307,"Rückforderung von Leistungen","Verlangt das Amt Geld von Ihnen zurück, weil Sie angeblich zu viel erhalten haben? Wir prüfen die Rechtmäßigkeit der Rückforderung und wehren unberechtigte Ansprüche ab.",30
308,"Antrag auf Erwerbsminderungsrente","Können Sie aus gesundheitlichen Gründen nicht mehr arbeiten? Wir unterstützen Sie beim schwierigen Antragsprozess und im Streit mit der Rentenversicherung.",30
309,"Schwierigkeiten bei der Pflegestufe","Wir helfen Ihnen bei der Einstufung in den richtigen Pflegegrad, damit Sie die notwendige Unterstützung für die Pflege zuhause oder im Heim erhalten.",30
310,"Probleme mit der Krankenkasse","Wird die Krankengeldzahlung eingestellt oder eine Hilfsmittelversorgung abgelehnt? Wir setzen Ihre Leistungsansprüche gegenüber der Kasse durch.",30
311,"Widerspruch gegen Sanktionen","Werden Ihnen Leistungen wegen angeblicher Pflichtverletzungen gekürzt? Wir prüfen die Verhältnismäßigkeit der Sanktionen und fordern die ungekürzte Auszahlung.",30
312,"Beantragung von Sozialhilfe","Wir beraten Sie zur Hilfe zum Lebensunterhalt oder zur Grundsicherung im Alter und helfen bei der Durchsetzung Ihrer Ansprüche gegenüber dem Sozialamt.",30
313,"Unstimmigkeiten bei Elterngeld","Die Berechnung des Elterngeldes ist komplex. Wir prüfen, ob alle Einkünfte korrekt berücksichtigt wurden, um Ihre finanzielle Unterstützung für die Familie zu maximieren.",30
314,"Kürzung der Grundsicherung","Wird Ihre Grundsicherung wegen angeblicher Haushaltsgemeinschaften oder Einkommensanrechnungen gekürzt? Wir klären die Sachlage und verteidigen Ihre Existenzgrundlage.",30
315,Fristversäumnis,"Haben Sie die Abgabefrist für Ihre Steuererklärung verpasst oder eine Zahlungsfrist versäumt? Wir helfen Ihnen bei der Wiedereinsetzung in den vorigen Stand oder bei Anträgen auf Fristverlängerung.",31
316,"Unklare Steuerbescheide","Weicht der Steuerbescheid von Ihrer Erklärung ab? Wir prüfen die Abweichungen, erläutern Ihnen die Gründe und legen bei Fehlern des Finanzamts Einspruch ein.",31
317,"Selbstständige Einkünfte","Die Besteuerung von Freelancern und Gewerbetreibenden bietet viele Gestaltungsspielräume. Wir beraten Sie zur richtigen Gewinnermittlung und zur Abzugsfähigkeit von Betriebsausgaben.",31
